openalex_id,doi,title,year,type,landing_page_url,pdf_url,oa_url,query_ids,in_software_bib,software_bib_key,stage2_decision (include/exclude),stage2_exclusion_reason (EC1-EC5),notes_full_text,efficiency_metric(s) reported,se_task(s),intervention_point (I1/I2/I3/I4),workload_archetype(s) (W1-W5)
https://openalex.org/W2969078328,https://doi.org/10.1088/1757-899x/551/1/012074,Adoption of Machine Learning Techniques in Software Effort Estimation: An Overview,2019,article,https://doi.org/10.1088/1757-899x/551/1/012074,https://iopscience.iop.org/article/10.1088/1757-899X/551/1/012074/pdf,https://iopscience.iop.org/article/10.1088/1757-899X/551/1/012074/pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W2943355569,https://doi.org/10.1088/1757-899x/508/1/012140,A search-based software engineering for defect prediction in ubuntu ecosystem,2019,article,https://doi.org/10.1088/1757-899x/508/1/012140,https://iopscience.iop.org/article/10.1088/1757-899X/508/1/012140/pdf,https://iopscience.iop.org/article/10.1088/1757-899X/508/1/012140/pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3035156651,https://doi.org/10.1016/j.jss.2020.110693,A large empirical assessment of the role of data balancing in machine-learning-based code smell detection,2020,article,https://doi.org/10.1016/j.jss.2020.110693,https://www.sciencedirect.com/science/article/pii/S0164121220301448,https://www.sciencedirect.com/science/article/pii/S0164121220301448,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3003566556,https://doi.org/10.1109/access.2020.2970178,A Novel Software Engineering Approach Toward Using Machine Learning for Improving the Efficiency of Health Systems,2020,article,https://doi.org/10.1109/access.2020.2970178,https://ieeexplore.ieee.org/ielx7/6287639/8948470/08974224.pdf,https://ieeexplore.ieee.org/ielx7/6287639/8948470/08974224.pdf,Q1,False,,exclude,EC3,Not SE domain,,,,
https://openalex.org/W3106580438,https://doi.org/10.1109/access.2020.3039931,A Framework for Continuous Regression and Integration Testing in IoT Systems Based on Deep Learning and Search-Based Techniques,2020,article,https://doi.org/10.1109/access.2020.3039931,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09269420.pdf,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09269420.pdf,Q1,False,,exclude,EC3,Not SE domain,,,,
https://openalex.org/W3033783402,https://doi.org/10.3390/su12114663,Early Prediction of a Team Performance in the Initial Assessment Phases of a Software Project for Sustainable Software Engineering Education,2020,article,https://doi.org/10.3390/su12114663,https://www.mdpi.com/2071-1050/12/11/4663/pdf?version=1591590571,https://www.mdpi.com/2071-1050/12/11/4663/pdf?version=1591590571,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3094809468,https://doi.org/10.3390/su12218986,Prediction of Coding Intricacy in a Software Engineering Team through Machine Learning to Ensure Cooperative Learning and Sustainable Education,2020,article,https://doi.org/10.3390/su12218986,https://www.mdpi.com/2071-1050/12/21/8986/pdf?version=1603973959,https://www.mdpi.com/2071-1050/12/21/8986/pdf?version=1603973959,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3046651111,https://doi.org/10.1109/icuems50872.2020.00031,Investigation on the quality assurance procedure and evaluation methodology of machine learning building energy model systems,2020,article,https://doi.org/10.1109/icuems50872.2020.00031,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3110296331,https://doi.org/10.5121/csit.2020.101514,Using Machine Learning Image Recognition for Code Reviews,2020,article,http://doi.org/10.5121/csit.2020.101514,https://doi.org/10.5121/csit.2020.101514,https://doi.org/10.5121/csit.2020.101514,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3161071537,https://doi.org/10.1145/3436877,DeepWukong,2021,article,https://doi.org/10.1145/3436877,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4205117944,https://doi.org/10.1109/access.2021.3133810,A Novel Approach for Code Smell Detection: An Empirical Study,2021,article,https://doi.org/10.1109/access.2021.3133810,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09641807.pdf,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09641807.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3214785090,https://doi.org/10.1109/icsme52107.2021.00053,DeepOrder: Deep Learning for Test Case Prioritization in Continuous Integration Testing,2021,article,https://doi.org/10.1109/icsme52107.2021.00053,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3128658155,https://doi.org/10.3390/s21041133,Efficient Feature Selection for Static Analysis Vulnerability Prediction,2021,article,https://doi.org/10.3390/s21041133,https://www.mdpi.com/1424-8220/21/4/1133/pdf?version=1613710125,https://www.mdpi.com/1424-8220/21/4/1133/pdf?version=1613710125,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3129804067,https://doi.org/10.1109/icse-companion52605.2021.00027,NEUROSPF: A Tool for the Symbolic Analysis of Neural Networks,2021,article,https://doi.org/10.1109/icse-companion52605.2021.00027,,https://research.manchester.ac.uk/en/publications/6f0289a3-3f3e-4e09-a7cb-7e6d606fd2f5,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3160849280,https://doi.org/10.1109/icse-companion52605.2021.00024,GraphGallery: A Platform for Fast Benchmarking and Easy Development of Graph Neural Networks Based Intelligent Software,2021,article,https://doi.org/10.1109/icse-companion52605.2021.00024,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3130452242,https://doi.org/10.48550/arxiv.2102.07933,GraphGallery: A Platform for Fast Benchmarking and Easy Development of Graph Neural Networks Based Intelligent Software,2021,preprint,http://arxiv.org/abs/2102.07933,https://arxiv.org/pdf/2102.07933,https://arxiv.org/pdf/2102.07933,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3194750945,https://doi.org/10.1145/3475960.3475987,A classification of code changes and test types dependencies for improving machine learning based test selection,2021,article,https://doi.org/10.1145/3475960.3475987,,https://research.chalmers.se/en/publication/525573,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4226127717,https://doi.org/10.48550/arxiv.2112.06222,Rise of Distributed Deep Learning Training in the Big Model Era: From a Software Engineering Perspective,2021,preprint,http://arxiv.org/abs/2112.06222,https://arxiv.org/pdf/2112.06222,https://arxiv.org/pdf/2112.06222,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3138855112,https://doi.org/10.3233/faia210007,SELM: Software Engineering of Machine Learning Models,2021,preprint,https://doi.org/10.3233/faia210007,,https://arxiv.org/pdf/2103.11249,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4226171805,https://doi.org/10.48550/arxiv.2112.14169,Fast Changeset-based Bug Localization with BERT,2021,preprint,http://arxiv.org/abs/2112.14169,https://arxiv.org/pdf/2112.14169,https://arxiv.org/pdf/2112.14169,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3135825205,https://doi.org/10.48550/arxiv.2103.00124,NEUROSPF: A tool for the Symbolic Analysis of Neural Networks,2021,preprint,http://arxiv.org/abs/2103.00124,https://arxiv.org/pdf/2103.00124,https://arxiv.org/pdf/2103.00124,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4286904012,https://doi.org/10.48550/arxiv.2110.07443,DeepOrder: Deep Learning for Test Case Prioritization in Continuous Integration Testing,2021,preprint,http://arxiv.org/abs/2110.07443,https://arxiv.org/pdf/2110.07443,https://arxiv.org/pdf/2110.07443,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W3118272073,https://doi.org/10.1109/saner50967.2021.00058,Adaptive Immunity for Software: Towards Autonomous Self-healing Systems,2021,preprint,https://doi.org/10.1109/saner50967.2021.00058,,https://arxiv.org/pdf/2101.02534,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4311165836,https://doi.org/10.1145/3564625.3567985,Transformer-Based Language Models for Software Vulnerability Detection,2022,article,https://doi.org/10.1145/3564625.3567985,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4308643015,https://doi.org/10.1145/3540250.3549119,"CommentFinder: a simpler, faster, more accurate code review comments recommendation",2022,article,https://doi.org/10.1145/3540250.3549119,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4308642531,https://doi.org/10.1145/3540250.3549099,AUGER: automatically generating review comments with pre-training models,2022,article,https://doi.org/10.1145/3540250.3549099,https://dl.acm.org/doi/pdf/10.1145/3540250.3549099,https://dl.acm.org/doi/pdf/10.1145/3540250.3549099,Q1;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4214655501,https://doi.org/10.1109/access.2022.3153347,Automated Software Test Data Generation With Generative Adversarial Networks,2022,article,https://doi.org/10.1109/access.2022.3153347,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09718329.pdf,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09718329.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4307812665,https://doi.org/10.1145/3569934,What Is the Intended Usage Context of This Model? An Exploratory Study of Pre-Trained Models on Various Model Repositories,2022,article,https://doi.org/10.1145/3569934,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4308419356,https://doi.org/10.32604/csse.2023.029703,A Hybridized Artificial Neural Network for Automated Software Test Oracle,2022,article,https://doi.org/10.32604/csse.2023.029703,https://file.techscience.com/ueditor/files/csse/TSP_CSSE-45-2/TSP_CSSE_29703/TSP_CSSE_29703.pdf,https://file.techscience.com/ueditor/files/csse/TSP_CSSE-45-2/TSP_CSSE_29703/TSP_CSSE_29703.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4280601991,https://doi.org/10.4018/jcit.296715,Software Effort Estimation Development From Neural Networks to Deep Learning Approaches,2022,article,https://doi.org/10.4018/jcit.296715,https://www.igi-global.com/ViewTitle.aspx?TitleId=296715&isxn=9781799878230,https://www.igi-global.com/ViewTitle.aspx?TitleId=296715&isxn=9781799878230,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4297164521,https://doi.org/10.48550/arxiv.2209.11515,Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction,2022,preprint,http://arxiv.org/abs/2209.11515,https://arxiv.org/pdf/2209.11515,https://arxiv.org/pdf/2209.11515,Q1;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4281619052,https://doi.org/10.48550/arxiv.2206.00804,Learning code summarization from a small and local dataset,2022,preprint,http://arxiv.org/abs/2206.00804,https://arxiv.org/pdf/2206.00804,https://arxiv.org/pdf/2206.00804,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4310147701,https://doi.org/10.3390/math10234482,Distilled and Contextualized Neural Models Benchmarked for Vulnerable Function Detection,2022,article,https://doi.org/10.3390/math10234482,https://www.mdpi.com/2227-7390/10/23/4482/pdf?version=1669626691,https://www.mdpi.com/2227-7390/10/23/4482/pdf?version=1669626691,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4224943908,https://doi.org/10.48550/arxiv.2204.10899,Comparative Study of Machine Learning Test Case Prioritization for Continuous Integration Testing,2022,preprint,http://arxiv.org/abs/2204.10899,https://arxiv.org/pdf/2204.10899,https://arxiv.org/pdf/2204.10899,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4312927771,https://doi.org/10.1080/02522667.2022.2094544,Software reliability reckoning by applying neural network algorithm,2022,article,https://doi.org/10.1080/02522667.2022.2094544,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4294959111,https://doi.org/10.48550/arxiv.2204.03214,Transformer-Based Language Models for Software Vulnerability Detection,2022,preprint,http://arxiv.org/abs/2204.03214,https://arxiv.org/pdf/2204.03214,https://arxiv.org/pdf/2204.03214,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4284677510,https://doi.org/10.21203/rs.3.rs-1808797/v1,Cloud-Based Bug Tracking Software DefectsAnalysis using Deep Learning,2022,preprint,https://doi.org/10.21203/rs.3.rs-1808797/v1,https://www.researchsquare.com/article/rs-1808797/latest.pdf,https://www.researchsquare.com/article/rs-1808797/latest.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4281713376,https://doi.org/10.35741/issn.0258-2724.57.2.5,ROLE OF ARTIFICIAL INTELLIGENCE (AI) TOOLS FOR ASSURING QUALITY IN SOFTWARE,2022,article,https://doi.org/10.35741/issn.0258-2724.57.2.5,http://jsju.org/index.php/journal/article/download/1220/1210,http://jsju.org/index.php/journal/article/download/1220/1210,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4285299411,https://doi.org/10.14569/ijacsa.2022.0130598,A Novel Code Completion Strategy,2022,article,https://doi.org/10.14569/ijacsa.2022.0130598,http://thesai.org/Downloads/Volume13No5/Paper_98-A_Novel_Code_Completion_Strategy.pdf,http://thesai.org/Downloads/Volume13No5/Paper_98-A_Novel_Code_Completion_Strategy.pdf,Q1;Q3,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4281710633,https://doi.org/10.48550/arxiv.2205.13342,Leveraging Causal Inference for Explainable Automatic Program Repair,2022,preprint,http://arxiv.org/abs/2205.13342,https://arxiv.org/pdf/2205.13342,https://arxiv.org/pdf/2205.13342,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4316036109,https://doi.org/10.5753/eniac.2022.227555,Automatic Classification of Bug Reports for Mobile Devices: An Industrial Case Study,2022,article,http://dx.doi.org/10.5753/eniac.2022.227555,https://sol.sbc.org.br/index.php/eniac/article/download/22827/22650,https://sol.sbc.org.br/index.php/eniac/article/download/22827/22650,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4283311443,https://doi.org/10.1111/exsy.13013,Special issue on intelligent software engineering,2022,article,https://doi.org/10.1111/exsy.13013,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/exsy.13013,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/exsy.13013,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4312610736,https://doi.org/10.5815/ijmecs.2022.04.04,Hybridization of Buffalo and Truncative Cyclic Gene Deep Neural Network-based Test Suite Optimization for Software Testing,2022,article,https://doi.org/10.5815/ijmecs.2022.04.04,http://www.mecs-press.org/ijmecs/ijmecs-v14-n4/IJMECS-V14-N4-4.pdf,http://www.mecs-press.org/ijmecs/ijmecs-v14-n4/IJMECS-V14-N4-4.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4288047606,https://doi.org/10.53730/ijhs.v6ns4.9616,Enhanced convolutional neural network based android software maintainability prediction,2022,article,https://doi.org/10.53730/ijhs.v6ns4.9616,https://sciencescholar.us/journal/index.php/ijhs/article/download/9616/6618,https://sciencescholar.us/journal/index.php/ijhs/article/download/9616/6618,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4383598006,https://doi.org/10.22214/ijraset.2023.54628,Accelerating Software Quality: Unleashing the Power of Generative AI for Automated Test-Case Generation and Bug Identification,2023,article,https://doi.org/10.22214/ijraset.2023.54628,https://doi.org/10.22214/ijraset.2023.54628,https://doi.org/10.22214/ijraset.2023.54628,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4380682401,https://doi.org/10.1109/access.2023.3285598,Prediction and Correction of Software Defects in Message-Passing Interfaces Using a Static Analysis Tool and Machine Learning,2023,article,https://doi.org/10.1109/access.2023.3285598,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10151880.pdf,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10151880.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4389943955,https://doi.org/10.1109/isai-nlp60301.2023.10354608,Generative AI for Self-Healing Systems,2023,article,https://doi.org/10.1109/isai-nlp60301.2023.10354608,,,Q1;Q3,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4389165146,https://doi.org/10.1145/3611643.3616247,Design by Contract for Deep Learning APIs,2023,article,https://doi.org/10.1145/3611643.3616247,https://dl.acm.org/doi/pdf/10.1145/3611643.3616247,https://dl.acm.org/doi/pdf/10.1145/3611643.3616247,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4376505605,https://doi.org/10.1145/3597204,Rise of Distributed Deep Learning Training in the Big Model Era: From a Software Engineering Perspective,2023,article,https://doi.org/10.1145/3597204,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4384302806,https://doi.org/10.1109/icse48619.2023.00092,DeepArc: Modularizing Neural Networks for the Model Maintenance,2023,article,https://doi.org/10.1109/icse48619.2023.00092,,http://hdl.handle.net/10072/426141,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4390570501,https://doi.org/10.52756/ijerr.2023.v36.013,Enhancing Software Maintainability Prediction Using Multiple Linear Regression and Predictor Importance,2023,article,https://doi.org/10.52756/ijerr.2023.v36.013,https://qtanalytics.in/journals/index.php/IJERR/article/download/2466/1573,https://qtanalytics.in/journals/index.php/IJERR/article/download/2466/1573,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4323637514,https://doi.org/10.48550/arxiv.2303.01679,Automated Machine Learning for Deep Learning based Malware Detection,2023,preprint,http://arxiv.org/abs/2303.01679,https://arxiv.org/pdf/2303.01679,https://arxiv.org/pdf/2303.01679,Q1;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4387075390,https://doi.org/10.48550/arxiv.2309.13574,"LLM for Test Script Generation and Migration: Challenges, Capabilities, and Opportunities",2023,preprint,http://arxiv.org/abs/2309.13574,https://arxiv.org/pdf/2309.13574,https://arxiv.org/pdf/2309.13574,Q1;Q3;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4324299451,https://doi.org/10.48550/arxiv.2303.07263,InferFix: End-to-End Program Repair with LLMs,2023,preprint,http://arxiv.org/abs/2303.07263,https://arxiv.org/pdf/2303.07263,https://arxiv.org/pdf/2303.07263,Q1;Q3;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4386971429,https://doi.org/10.17762/ijritcc.v11i5.6602,An Intelligent Framework for Estimating Software Development Projects using Machine Learning,2023,article,https://doi.org/10.17762/ijritcc.v11i5.6602,https://ijritcc.org/index.php/ijritcc/article/download/6602/5878,https://ijritcc.org/index.php/ijritcc/article/download/6602/5878,Q1;Q5,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4377130929,https://doi.org/10.48550/arxiv.2305.10785,CCT5: A Code-Change-Oriented Pre-Trained Model,2023,preprint,http://arxiv.org/abs/2305.10785,https://arxiv.org/pdf/2305.10785,https://arxiv.org/pdf/2305.10785,Q1;Q3;Q5,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4376269701,https://doi.org/10.1142/s0218194023500262,Cross-Project Transfer Learning on Lightweight Code Semantic Graphs for Defect Prediction,2023,article,https://doi.org/10.1142/s0218194023500262,,,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4387323558,https://doi.org/10.48550/arxiv.2310.00399,Empirical Study on Transformer-based Techniques for Software Engineering,2023,preprint,http://arxiv.org/abs/2310.00399,https://arxiv.org/pdf/2310.00399,https://arxiv.org/pdf/2310.00399,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4388481426,https://doi.org/10.48550/arxiv.2311.02303,MFTCoder: Boosting Code LLMs with Multitask Fine-Tuning,2023,preprint,http://arxiv.org/abs/2311.02303,https://arxiv.org/pdf/2311.02303,https://arxiv.org/pdf/2311.02303,Q1;Q5;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4386524724,https://doi.org/10.55779/ng33138,Artificial Intelligence (AI) – based strategies for point cloud data and digital twins,2023,article,https://doi.org/10.55779/ng33138,https://novageodesia.ro/index.php/ng/article/download/138/37,https://novageodesia.ro/index.php/ng/article/download/138/37,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4388179858,https://doi.org/10.17762/ijritcc.v11i10s.7710,A Novel Developed Supervised Machine Learning System For Classification And Prediction of Software Faults Using NASA Dataset,2023,article,http://dx.doi.org/10.17762/ijritcc.v11i10s.7710,https://ijritcc.org/index.php/ijritcc/article/download/7710/6375,https://ijritcc.org/index.php/ijritcc/article/download/7710/6375,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4388425940,https://doi.org/10.14293/pr2199.000442.v1,Bias and Error Mitigation in Software-Generated Data: An Advanced Search and Optimization Framework Leveraging Generative Code Models,2023,preprint,https://doi.org/10.14293/pr2199.000442.v1,https://www.scienceopen.com/document_file/1c46b63b-bd5d-41b3-b0f4-0125479c6e0e/ScienceOpenPreprint/full-article-16-oct-2023.pdf,https://www.scienceopen.com/document_file/1c46b63b-bd5d-41b3-b0f4-0125479c6e0e/ScienceOpenPreprint/full-article-16-oct-2023.pdf,Q1;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4319452616,https://doi.org/10.48550/arxiv.2302.02261,NeuRI: Diversifying DNN Generation via Inductive Rule Inference,2023,preprint,http://arxiv.org/abs/2302.02261,https://arxiv.org/pdf/2302.02261,https://arxiv.org/pdf/2302.02261,Q1;Q2;Q7,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4388411298,https://doi.org/10.24867/is-2023-t2.1-6_08141,A MACHINE LEARNING PIPELINE IMPLEMENTATION USING MLOPS AND GITOPS PRINCIPLES,2023,article,http://doi.org/10.24867/is-2023-t2.1-6_08141,https://doi.org/10.24867/is-2023-t2.1-6_08141,https://doi.org/10.24867/is-2023-t2.1-6_08141,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
https://openalex.org/W4389799158,https://doi.org/10.1063/5.0178913,Deep learning for software defect prediction,2023,article,http://dx.doi.org/10.1063/5.0178913,https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0178913/18262803/060023_1_5.0178913.pdf,https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0178913/18262803/060023_1_5.0178913.pdf,Q1,False,,exclude,EC3,Uses ML for SE but does not optimize AI model efficiency,,,,
